date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:16:06	506/506	U-----	200	untouched ('OK')	text/plain	date:Thu,%2022%20Jan%202015%2023:15:36%20GMT	http://wpgabriel.wix.com/robots.txt		(from )
20:16:07	12448/12448	U--M-Z	200	updated ('OK')	text/html	etag:2833933ab5d785a924bbd6a737ee46b2	http://wpgabriel.wix.com/grobatavia-test	C:/Users/BillG/Dropbox/Work/101/grobatavia/GROBatavia/wpgabriel.wix.com/grobatavia-test.html	(from )
20:16:07	2213/2213	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Jan%202015%2002:16:07%20GMT	http://wpgabriel.wix.com/get	C:/Users/BillG/Dropbox/Work/101/grobatavia/GROBatavia/wpgabriel.wix.com/get.html	(from http://wpgabriel.wix.com/grobatavia-test)
20:16:07	2213/2213	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Jan%202015%2002:16:07%20GMT	http://wpgabriel.wix.com/	C:/Users/BillG/Dropbox/Work/101/grobatavia/GROBatavia/wpgabriel.wix.com/index.html	(from http://wpgabriel.wix.com/grobatavia-test)
20:16:07	15219/15219	U-----	200	untouched ('OK')	application/x-javascript	etag:%22b7336a4f7ba5bbfbc1f9d7e4fd2df7b915219%22	http://static.parastorage.com/services/third-party/requirejs/2.1.15/require.min.js	C:/Users/BillG/Dropbox/Work/101/grobatavia/GROBatavia/static.parastorage.com/services/third-party/requirejs/2.1.15/require.min.js	(from http://wpgabriel.wix.com/grobatavia-test)
20:16:07	28969/28969	U-----	200	untouched ('OK')	application/x-javascript	etag:%222028a63e37be2edb36c7ab74c28b725628969%22	http://static.parastorage.com/services/santa-versions/1.136.0/main-r.js	C:/Users/BillG/Dropbox/Work/101/grobatavia/GROBatavia/static.parastorage.com/services/santa-versions/1.136.0/main-r.js	(from http://wpgabriel.wix.com/grobatavia-test)
20:16:07	5788/5788	U-----	200	untouched ('OK')	text/css	etag:%22481341760962b6b5a06b6c2e8dc542765788%22	http://static.parastorage.com/services/santa-versions/1.136.0/viewer.css	C:/Users/BillG/Dropbox/Work/101/grobatavia/GROBatavia/static.parastorage.com/services/santa-versions/1.136.0/viewer.css	(from http://wpgabriel.wix.com/grobatavia-test)
20:16:08	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2023%20Jan%202015%2002:16:08%20GMT	http://wpgabriel.wix.com/GET	C:/Users/BillG/Dropbox/Work/101/grobatavia/GROBatavia/wpgabriel.wix.com/GET	(from http://static.parastorage.com/services/santa-versions/1.136.0/main-r.js)
